en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	POKé BALL	characters	ชื่อไอเท็ม คงภาษาอังกฤษ
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	คำทั่วไปใช้ เบอร์รี่ แต่ชื่อไอเท็มเบอร์รี่ (เช่น ORAN BERRY) คงภาษาอังกฤษ
HM / TM	HM / TM	characters	ชื่อไอเท็ม คงภาษาอังกฤษ
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
BATTLE TOWER	แบทเทิลทาวเวอร์	frontier	
BATTLE TENT	แบทเทิลเต็นท์	frontier	
TRAINER HILL	เทรนเนอร์ฮิลล์	frontier	
SAFARI ZONE	ซาฟารีโซน	frontier	
NORMAL	NORMAL	type	คงภาษาอังกฤษตามต้นฉบับ
ROCK	ROCK	type	คงภาษาอังกฤษตามต้นฉบับ
NEST BALL	NEST BALL	item	คงภาษาอังกฤษตามต้นฉบับ
POTION	POTION	item	คงภาษาอังกฤษตามต้นฉบับ
FULL RESTORE	FULL RESTORE	item	คงภาษาอังกฤษตามต้นฉบับ
PP UP	PP UP	item	คงภาษาอังกฤษตามต้นฉบับ
X SPECIAL	X SPECIAL	item	คงภาษาอังกฤษตามต้นฉบับ
ITEMFINDER	ITEMFINDER	item	คงภาษาอังกฤษตามต้นฉบับ
{POKEBLOCK} CASE	{POKEBLOCK} CASE	item	คงภาษาอังกฤษตามต้นฉบับ
OLD SEA MAP	OLD SEA MAP	item	คงภาษาอังกฤษตามต้นฉบับ
CUT	CUT	move	คงภาษาอังกฤษตามต้นฉบับ
STRENGTH	STRENGTH	move	คงภาษาอังกฤษตามต้นฉบับ
WATERFALL	WATERFALL	move	คงภาษาอังกฤษตามต้นฉบับ
SPLASH	SPLASH	move	คงภาษาอังกฤษตามต้นฉบับ
STRUGGLE	STRUGGLE	move	คงภาษาอังกฤษตามต้นฉบับ
ROCK SMASH	ROCK SMASH	move	คงภาษาอังกฤษตามต้นฉบับ
DIVE	DIVE	move	คงภาษาอังกฤษตามต้นฉบับ
TV	ทีวี	decoration	
WAILMER DOLL	ตุ๊กตาโฮเอลโกะ	decoration	
VERDANTURF TOWN	เมืองชิดาเกะ	location	
PETALBURG CITY	เมืองโทกะ	location	
SOOTOPOLIS CITY	เมืองรุเนะ	location	
EVER GRANDE CITY	เมืองไซยู	location	
ROUTE 103	เส้นทาง 103	location	
SAFARI ZONE	ซาฟารีโซน	location	
RUSTURF TUNNEL	อุโมงค์คานาชิดะ	location	
MT. PYRE	ภูเขาส่งวิญญาณ	location	
VICTORY ROAD	ถนนแชมเปี้ยน	location	
SECRET BASE	ฐานลับ	location	
ROUTE 10	เส้นทาง 10	location	
ROUTE 1	เส้นทาง 1	location	
ROUTE 10	เส้นทาง 10	location	
VICTORY ROAD	ถนนแชมเปี้ยน	location	
SAFARI ZONE	ซาฟารีโซน	location	
POKéMON LEAGUE	โปเกมอนลีก	location	
ALTERING CAVE	ถ้ำแปรเปลี่ยน	location	
ALTERING CAVE	ถ้ำแปรเปลี่ยน	location	
TRAINER HILL	เทรนเนอร์ฮิล	location	
GENTLE	เรียบร้อย	nature	
TEAM AQUA	แก๊งอควา	trainer_class	
LADY	คุณหนู	trainer_class	
BEAUTY	สาวสวย	trainer_class	
ELITE FOUR	จตุรเทพ	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
CHAMPION	แชมเปี้ยน	trainer_class	
PIKACHU	ปิกาจู	frontier_trainer	
DEVON	เดวอน	contest_opponent	
WALLACE	มิคุริ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
WALLY	มิตสึรุ	trainer_name	
ROCK	หิน	dex_category	
ROCK	หิน	dex_category	
BALL	ลูกบอล	dex_category	
BALL	ลูกบอล	dex_category	
EGG	ไข่	dex_category	
EGG	ไข่	dex_category	
PIKACHU	ปิกาจู	species	
AZUMARILL	มาริลลิ	species	
LOTAD	ฮาซึโบ	species	
SEEDOT	ทาเนโบ	species	
WAILMER	โฮเอลโกะ	species	
RALTS	รัลทอส	species	
