en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	มอนสเตอร์บอล	characters	
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	
HM / TM	HM / TM	characters	
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
KISS POSTER	โปสเตอร์จุ๊บ	decoration	
TOGEPI DOLL	ตุ๊กตาโทเกปี	decoration	
CYNDAQUIL DOLL	ตุ๊กตาฮิโนอาราชิ	decoration	
CHIKORITA DOLL	ตุ๊กตาชิโครีตา	decoration	
TOTODILE DOLL	ตุ๊กตาวานิโนโกะ	decoration	
MEOWTH DOLL	ตุ๊กตาเนียส	decoration	
CLEFAIRY DOLL	ตุ๊กตาปิปปี	decoration	
DITTO DOLL	ตุ๊กตาเมตามอน	decoration	
SMOOCHUM DOLL	ตุ๊กตามุชูล	decoration	
KISS CUSHION	เบาะจุ๊บ	decoration	
SNORLAX DOLL	ตุ๊กตาคาบิกอน	decoration	
LAPRAS DOLL	ตุ๊กตาลาปลาซ	decoration	
VENUSAUR DOLL	ตุ๊กตาฟุชิกิบานะ	decoration	
CHARIZARD DOLL	ตุ๊กตาลิซาร์ดอน	decoration	
BLASTOISE DOLL	ตุ๊กตาคาเม็กซ์	decoration	
HP UP	แม็กซ์อัพ	item	
PROTEIN	ทอรีน	item	
IRON	โบรมเฮกซีน	item	
CARBOS	อินโดเมทาซิน	item	
CALCIUM	ลิโซเทียม	item	
ZINC	ไคโตซาน	item	
BRIGHTPOWDER	ผงเรืองแสง	item	
WHITE HERB	สมุนไพรขาว	item	
QUICK CLAW	เล็บชิงจังหวะ	item	
MENTAL HERB	สมุนไพรจิตใจ	item	
CHOICE BAND	ผ้าคาดยึดมั่น	item	
KING'S ROCK	ตราแห่งราชา	item	
FOCUS BAND	ผ้าคาดฮึดสู้	item	
SCOPE LENS	เลนส์โฟกัส	item	
LEFTOVERS	อาหารเหลือ	item	
SLATEPORT CITY	เมืองไคนะ	location	
LILYCOVE CITY	เมืองมินาโมะ	location	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	location	
NORMAL	ปกติ	type	
FLYING	บิน	type	
POISON	พิษ	type	
GROUND	ดิน	type	
ROCK	หิน	type	
BUG	แมลง	type	
GHOST	ผี	type	
STEEL	เหล็ก	type	
FIRE	ไฟ	type	
WATER	น้ำ	type	
GRASS	หญ้า	type	
ICE	น้ำแข็ง	type	
DRAGON	มังกร	type	
DARK	ความมืด	type	
THUNDER	ฟ้าผ่า	move	
PSYCHIC	ไซโคคิเนซิส	move	
MOONLIGHT	แสงจันทร์	move	
COOLTRAINER	ยอดเทรนเนอร์	trainer_class	
BIRD KEEPER	คนเลี้ยงนก	trainer_class	
COLLECTOR	นักสะสม	trainer_class	
EXPERT	ผู้เชี่ยวชาญ	trainer_class	
AROMA LADY	สาวอโรมา	trainer_class	
RUIN MANIAC	นักโบราณคดี	trainer_class	
LADY	คุณหนู	trainer_class	
POKéMANIAC	คลั่งโปเกมอน	trainer_class	
KINDLER	นักพ่นไฟ	trainer_class	
CAMPER	หนุ่มแคมป์	trainer_class	
PICNICKER	สาวปิกนิก	trainer_class	
BUG MANIAC	คลั่งแมลง	trainer_class	
PSYCHIC	ผู้มีพลังจิต	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
SCHOOL KID	เด็กกวดวิชา	trainer_class	
POKéFAN	แฟนโปเกมอน	trainer_class	
YOUNGSTER	เด็กขาสั้น	trainer_class	
TRIATHLETE	นักไตรกีฬา	trainer_class	
DRAGON TAMER	นักฝึกมังกร	trainer_class	
NINJA BOY	เด็กนินจา	trainer_class	
PARASOL LADY	สาวร่มกันแดด	trainer_class	
SAILOR	กะลาสี	trainer_class	
COOLTRAINER	ยอดเทรนเนอร์	trainer_class	
SALON MAIDEN	ไทคูนหอคอย	trainer_class	
DOME ACE	ซูเปอร์สตาร์	trainer_class	
PALACE MAVEN	ผู้คุ้มวัง	trainer_class	
ARENA TYCOON	กัปตันอารีนา	trainer_class	
FACTORY HEAD	ผู้คุมโรงงาน	trainer_class	
PIKE QUEEN	ราชินีทิวบ์	trainer_class	
PYRAMID KING	ราชาพีระมิด	trainer_class	
TOGEPI	โทเกปี	frontier_trainer	
SKITTY	เอเนโกะ	frontier_trainer	
CHARIZARD	ลิซาร์ดอน	frontier_trainer	
CLEFAIRY	ปิปปี	frontier_trainer	
VENUSAUR	ฟุชิกิบานะ	frontier_trainer	
BLASTOISE	คาเม็กซ์	frontier_trainer	
MEOWTH	เนียส	frontier_trainer	
SMOOCHUM	มุชูล	frontier_trainer	
SNORLAX	คาบิกอน	frontier_trainer	
LAPRAS	ลาพลาซ	frontier_trainer	
FLAME	เปลวไฟ	dex_category	
FLAME	เปลวไฟ	dex_category	
BIRD	นก	dex_category	
BIRD	นก	dex_category	
SNAKE	งู	dex_category	
BAT	ค้างคาว	dex_category	
BAT	ค้างคาว	dex_category	
LEGENDARY	ตำนาน	dex_category	
PSI	พลังจิต	dex_category	
PSI	พลังจิต	dex_category	
PSI	พลังจิต	dex_category	
ROCK	หิน	dex_category	
ROCK	หิน	dex_category	
SHADOW	เงา	dex_category	
EGG	ไข่	dex_category	
EGG	ไข่	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
FISH	ปลา	dex_category	
ATROCIOUS	ดุร้าย	dex_category	
TRANSPORT	พาหนะ	dex_category	
FLAME	เปลวไฟ	dex_category	
SLEEPING	นอนหลับ	dex_category	
FREEZE	เยือกแข็ง	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
FLAME	เปลวไฟ	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
HERB	สมุนไพร	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
BAT	ค้างคาว	dex_category	
MOONLIGHT	แสงจันทร์	dex_category	
IRON SNAKE	งูเหล็ก	dex_category	
MOLD	หมัก	dex_category	
SINGLE HORN	เขาเดียว	dex_category	
DARK	มืดมิด	dex_category	
DARK	มืดมิด	dex_category	
DRAGON	มังกร	dex_category	
KISS	จูบ	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
THUNDER	ฟ้าผ่า	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
AURORA	ออโรรา	dex_category	
MUD FISH	ปลาหนอง	dex_category	
MUD FISH	ปลาหนอง	dex_category	
MUD FISH	ปลาหนอง	dex_category	
LAZY	เกียจคร้าน	dex_category	
NINJA	นินจา	dex_category	
SHED	คราบ	dex_category	
FANG SNAKE	งูเขี้ยว	dex_category	
FISH	ปลา	dex_category	
TENDER	อ่อนโยน	dex_category	
DRAGON	มังกร	dex_category	
IRON LEG	ขาเหล็ก	dex_category	
ROCK PEAK	ภูเขาหิน	dex_category	
ICEBERG	ภูน้ำแข็ง	dex_category	
IRON	เหล็กกล้า	dex_category	
EON	มายา	dex_category	
EON	มายา	dex_category	
VENUSAUR	ฟุชิกิบานะ	species	
CHARIZARD	ลิซาร์ดอน	species	
BLASTOISE	คาเม็กซ์	species	
CLEFAIRY	ปิปปี	species	
MEOWTH	เนียส	species	
LAPRAS	ลาพลาซ	species	
DITTO	เมตามอน	species	
SNORLAX	คาบิกอน	species	
CHIKORITA	ชิโครีตา	species	
CYNDAQUIL	ฮิโนอาราชิ	species	
TOTODILE	วานิโนโกะ	species	
TOGEPI	โทเกปี	species	
SMOOCHUM	มุชูล	species	
ZIGZAGOON	จิกุซากุมะ	species	
SKITTY	เอเนโกะ	species	
SEVIPER	ฮาบูเนก	species	
