en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	POKé BALL	characters	ชื่อไอเท็ม คงภาษาอังกฤษ
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	คำทั่วไปใช้ เบอร์รี่ แต่ชื่อไอเท็มเบอร์รี่ (เช่น ORAN BERRY) คงภาษาอังกฤษ
HM / TM	HM / TM	characters	ชื่อไอเท็ม คงภาษาอังกฤษ
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
COOL	เท่	contest	ประเภทคอนเทสต์; COOLNESS = ความเท่
BEAUTY	สวยงาม	contest	ประเภทคอนเทสต์; BEAUTY CONTEST = คอนเทสต์ความสวยงาม
CUTE	น่ารัก	contest	ประเภทคอนเทสต์; CUTENESS = ความน่ารัก
SMART	ฉลาด	contest	ประเภทคอนเทสต์; SMARTNESS = ความฉลาด
TOUGH	แข็งแกร่ง	contest	ประเภทคอนเทสต์; TOUGHNESS = ความแข็งแกร่ง
NORMAL RANK	ระดับนอร์มอล	contest	
SUPER RANK	ระดับซูเปอร์	contest	
HYPER RANK	ระดับไฮเปอร์	contest	
MASTER RANK	ระดับมาสเตอร์	contest	
JUDGE	กรรมการ	contest	
DAY CARE	สถานรับเลี้ยง	contest	
BATTLE TOWER	แบทเทิลทาวเวอร์	frontier	
BATTLE DOME	แบทเทิลโดม	frontier	
BATTLE PALACE	แบทเทิลพาเลซ	frontier	
BATTLE ARENA	แบทเทิลอารีนา	frontier	
BATTLE FACTORY	แบทเทิลแฟกทอรี	frontier	
BATTLE PIKE	แบทเทิลทิวบ์	frontier	
BATTLE PYRAMID	แบทเทิลพีระมิด	frontier	
BATTLE POINTS	แบทเทิลพอยต์	frontier	
BP	BP	frontier	
SINGLE BATTLE	ซิงเกิลแบทเทิล	frontier	
DOUBLE BATTLE	ดับเบิลแบทเทิล	frontier	
MULTI BATTLE	มัลติแบทเทิล	frontier	
OPEN LEVEL	โอเพนเลเวล	frontier	
NORMAL	NORMAL	type	คงภาษาอังกฤษตามต้นฉบับ
ROCK	ROCK	type	คงภาษาอังกฤษตามต้นฉบับ
STEEL	STEEL	type	คงภาษาอังกฤษตามต้นฉบับ
???	???	type	คงภาษาอังกฤษตามต้นฉบับ
FIRE	FIRE	type	คงภาษาอังกฤษตามต้นฉบับ
WATER	WATER	type	คงภาษาอังกฤษตามต้นฉบับ
ICE	ICE	type	คงภาษาอังกฤษตามต้นฉบับ
DARK	DARK	type	คงภาษาอังกฤษตามต้นฉบับ
PREMIER BALL	PREMIER BALL	item	คงภาษาอังกฤษตามต้นฉบับ
FRESH WATER	FRESH WATER	item	คงภาษาอังกฤษตามต้นฉบับ
SODA POP	SODA POP	item	คงภาษาอังกฤษตามต้นฉบับ
LEMONADE	LEMONADE	item	คงภาษาอังกฤษตามต้นฉบับ
ENERGYPOWDER	ENERGYPOWDER	item	คงภาษาอังกฤษตามต้นฉบับ
ENERGY ROOT	ENERGY ROOT	item	คงภาษาอังกฤษตามต้นฉบับ
HEAL POWDER	HEAL POWDER	item	คงภาษาอังกฤษตามต้นฉบับ
REVIVAL HERB	REVIVAL HERB	item	คงภาษาอังกฤษตามต้นฉบับ
BLUE FLUTE	BLUE FLUTE	item	คงภาษาอังกฤษตามต้นฉบับ
YELLOW FLUTE	YELLOW FLUTE	item	คงภาษาอังกฤษตามต้นฉบับ
RED FLUTE	RED FLUTE	item	คงภาษาอังกฤษตามต้นฉบับ
BLACK FLUTE	BLACK FLUTE	item	คงภาษาอังกฤษตามต้นฉบับ
WHITE FLUTE	WHITE FLUTE	item	คงภาษาอังกฤษตามต้นฉบับ
RED SHARD	RED SHARD	item	คงภาษาอังกฤษตามต้นฉบับ
BLUE SHARD	BLUE SHARD	item	คงภาษาอังกฤษตามต้นฉบับ
YELLOW SHARD	YELLOW SHARD	item	คงภาษาอังกฤษตามต้นฉบับ
GREEN SHARD	GREEN SHARD	item	คงภาษาอังกฤษตามต้นฉบับ
HP UP	HP UP	item	คงภาษาอังกฤษตามต้นฉบับ
PROTEIN	PROTEIN	item	คงภาษาอังกฤษตามต้นฉบับ
IRON	IRON	item	คงภาษาอังกฤษตามต้นฉบับ
CARBOS	CARBOS	item	คงภาษาอังกฤษตามต้นฉบับ
CALCIUM	CALCIUM	item	คงภาษาอังกฤษตามต้นฉบับ
PP UP	PP UP	item	คงภาษาอังกฤษตามต้นฉบับ
ZINC	ZINC	item	คงภาษาอังกฤษตามต้นฉบับ
REPEL	REPEL	item	คงภาษาอังกฤษตามต้นฉบับ
BRIGHTPOWDER	BRIGHTPOWDER	item	คงภาษาอังกฤษตามต้นฉบับ
WHITE HERB	WHITE HERB	item	คงภาษาอังกฤษตามต้นฉบับ
QUICK CLAW	QUICK CLAW	item	คงภาษาอังกฤษตามต้นฉบับ
MENTAL HERB	MENTAL HERB	item	คงภาษาอังกฤษตามต้นฉบับ
CHOICE BAND	CHOICE BAND	item	คงภาษาอังกฤษตามต้นฉบับ
KING'S ROCK	KING'S ROCK	item	คงภาษาอังกฤษตามต้นฉบับ
DEEPSEATOOTH	DEEPSEATOOTH	item	คงภาษาอังกฤษตามต้นฉบับ
DEEPSEASCALE	DEEPSEASCALE	item	คงภาษาอังกฤษตามต้นฉบับ
FOCUS BAND	FOCUS BAND	item	คงภาษาอังกฤษตามต้นฉบับ
SCOPE LENS	SCOPE LENS	item	คงภาษาอังกฤษตามต้นฉบับ
LEFTOVERS	LEFTOVERS	item	คงภาษาอังกฤษตามต้นฉบับ
ITEMFINDER	ITEMFINDER	item	คงภาษาอังกฤษตามต้นฉบับ
ROOT FOSSIL	ROOT FOSSIL	item	คงภาษาอังกฤษตามต้นฉบับ
CLAW FOSSIL	CLAW FOSSIL	item	คงภาษาอังกฤษตามต้นฉบับ
TM13	TM13	item	คงภาษาอังกฤษตามต้นฉบับ
TM24	TM24	item	คงภาษาอังกฤษตามต้นฉบับ
TM29	TM29	item	คงภาษาอังกฤษตามต้นฉบับ
TM32	TM32	item	คงภาษาอังกฤษตามต้นฉบับ
TM35	TM35	item	คงภาษาอังกฤษตามต้นฉบับ
-	-	move	คงภาษาอังกฤษตามต้นฉบับ
MEGA PUNCH	MEGA PUNCH	move	คงภาษาอังกฤษตามต้นฉบับ
FIRE PUNCH	FIRE PUNCH	move	คงภาษาอังกฤษตามต้นฉบับ
ICE PUNCH	ICE PUNCH	move	คงภาษาอังกฤษตามต้นฉบับ
THUNDERPUNCH	THUNDERPUNCH	move	คงภาษาอังกฤษตามต้นฉบับ
SWORDS DANCE	SWORDS DANCE	move	คงภาษาอังกฤษตามต้นฉบับ
CUT	CUT	move	คงภาษาอังกฤษตามต้นฉบับ
FLY	FLY	move	คงภาษาอังกฤษตามต้นฉบับ
SLAM	SLAM	move	คงภาษาอังกฤษตามต้นฉบับ
MEGA KICK	MEGA KICK	move	คงภาษาอังกฤษตามต้นฉบับ
BODY SLAM	BODY SLAM	move	คงภาษาอังกฤษตามต้นฉบับ
SURF	SURF	move	คงภาษาอังกฤษตามต้นฉบับ
COUNTER	COUNTER	move	คงภาษาอังกฤษตามต้นฉบับ
SEISMIC TOSS	SEISMIC TOSS	move	คงภาษาอังกฤษตามต้นฉบับ
THUNDER WAVE	THUNDER WAVE	move	คงภาษาอังกฤษตามต้นฉบับ
THUNDER	THUNDER	move	คงภาษาอังกฤษตามต้นฉบับ
TOXIC	TOXIC	move	คงภาษาอังกฤษตามต้นฉบับ
WITHDRAW	WITHDRAW	move	คงภาษาอังกฤษตามต้นฉบับ
DEFENSE CURL	DEFENSE CURL	move	คงภาษาอังกฤษตามต้นฉบับ
SWIFT	SWIFT	move	คงภาษาอังกฤษตามต้นฉบับ
SOFTBOILED	SOFTBOILED	move	คงภาษาอังกฤษตามต้นฉบับ
DREAM EATER	DREAM EATER	move	คงภาษาอังกฤษตามต้นฉบับ
REST	REST	move	คงภาษาอังกฤษตามต้นฉบับ
ROCK SLIDE	ROCK SLIDE	move	คงภาษาอังกฤษตามต้นฉบับ
SNORE	SNORE	move	คงภาษาอังกฤษตามต้นฉบับ
MUD-SLAP	MUD-SLAP	move	คงภาษาอังกฤษตามต้นฉบับ
ICY WIND	ICY WIND	move	คงภาษาอังกฤษตามต้นฉบับ
SANDSTORM	SANDSTORM	move	คงภาษาอังกฤษตามต้นฉบับ
ENDURE	ENDURE	move	คงภาษาอังกฤษตามต้นฉบับ
CHARM	CHARM	move	คงภาษาอังกฤษตามต้นฉบับ
PSYCH UP	PSYCH UP	move	คงภาษาอังกฤษตามต้นฉบับ
BOUNCE	BOUNCE	move	คงภาษาอังกฤษตามต้นฉบับ
PRETTY DESK	โต๊ะสวย	decoration	
PRETTY CHAIR	เก้าอี้สวย	decoration	
RED TENT	เต็นท์แดง	decoration	
BLUE TENT	เต็นท์น้ำเงิน	decoration	
SLIDE	สไลเดอร์	decoration	
KISS POSTER	โปสเตอร์จุ๊บ	decoration	
TOGEPI DOLL	ตุ๊กตาโทเกปี	decoration	
CYNDAQUIL DOLL	ตุ๊กตาฮิโนอาราชิ	decoration	
CHIKORITA DOLL	ตุ๊กตาชิโครีตา	decoration	
TOTODILE DOLL	ตุ๊กตาวานิโนโกะ	decoration	
MEOWTH DOLL	ตุ๊กตาเนียส	decoration	
CLEFAIRY DOLL	ตุ๊กตาปิปปี	decoration	
DITTO DOLL	ตุ๊กตาเมตามอน	decoration	
SMOOCHUM DOLL	ตุ๊กตามุชูล	decoration	
TREECKO DOLL	ตุ๊กตาคิโมริ	decoration	
TORCHIC DOLL	ตุ๊กตาอาชาโม	decoration	
MUDKIP DOLL	ตุ๊กตามิซึโกโร	decoration	
KISS CUSHION	เบาะจุ๊บ	decoration	
SNORLAX DOLL	ตุ๊กตาคาบิกอน	decoration	
LAPRAS DOLL	ตุ๊กตาลาพลาซ	decoration	
VENUSAUR DOLL	ตุ๊กตาฟุชิกิบานะ	decoration	
CHARIZARD DOLL	ตุ๊กตาลิซาร์ดอน	decoration	
BLASTOISE DOLL	ตุ๊กตาคาเม็กซ์	decoration	
SLATEPORT CITY	เมืองไคนะ	location	
LILYCOVE CITY	เมืองมินาโมะ	location	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	location	
MT. PYRE	ภูเขาส่งวิญญาณ	location	
CAVE OF ORIGIN	ถ้ำแห่งการตื่น	location	
SOUTHERN ISLAND	เกาะทางใต้	location	
SKY PILLAR	เสาแห่งท้องฟ้า	location	
SECRET BASE	ฐานลับ	location	
POKéMON LEAGUE	โปเกมอนลีก	location	
NAVEL ROCK	หินสะดือ	location	
BIRTH ISLAND	เกาะกำเนิด	location	
BIRTH ISLAND	เกาะกำเนิด	location	
FARAWAY ISLAND	เกาะสุดขอบฟ้า	location	
NAVEL ROCK	หินสะดือ	location	
CALM	สงบนิ่ง	nature	
EXPERT	ผู้เชี่ยวชาญ	trainer_class	
BEAUTY	สาวสวย	trainer_class	
ELITE FOUR	จตุรเทพ	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
CHAMPION	แชมเปี้ยน	trainer_class	
JOHN	จอห์น	trainer_name	
MARCO	มาร์โก	trainer_name	
TRISTAN	ทริสตัน	trainer_name	
ROBERTO	โรเบอโต	trainer_name	
DENNIS	เดนนิส	frontier_trainer	
TOGEPI	โทเกปี	frontier_trainer	
DODRIO	โดโดริโอ	frontier_trainer	
CHARIZARD	ลิซาร์ดอน	frontier_trainer	
CLEFAIRY	ปิปปี	frontier_trainer	
VENUSAUR	ฟุชิกิบานะ	frontier_trainer	
BLASTOISE	คาเม็กซ์	frontier_trainer	
MEOWTH	เนียส	frontier_trainer	
SMOOCHUM	มุชูล	frontier_trainer	
SNORLAX	คาบิกอน	frontier_trainer	
LAPRAS	ลาพลาซ	frontier_trainer	
DEVON	เดวอน	contest_opponent	
MARK	มาร์ก	trainer_name	
PHOEBE	ฟุโย	trainer_name	
GLACIA	พริม	trainer_name	
BRAWLY	โทคิ	trainer_name	
WINONA	นางิ	trainer_name	
WALLACE	มิคุริ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
STEVEN	ไดโกะ	trainer_name	
LUCY	อาซามิ	trainer_name	
RED	เรด	trainer_name	
UNKNOWN	ไม่ทราบ	dex_category	
ROCK	หิน	dex_category	
ROCK	หิน	dex_category	
SHADOW	เงา	dex_category	
BALL	ลูกบอล	dex_category	
BALL	ลูกบอล	dex_category	
EGG	ไข่	dex_category	
EGG	ไข่	dex_category	
LIGHTNING	สายฟ้า	dex_category	
FOSSIL	ฟอสซิล	dex_category	
HERB	สมุนไพร	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
LIGHT	แสงไฟ	dex_category	
MYSTIC	วิญญาณ	dex_category	
LIGHT	แสงไฟ	dex_category	
DARK	มืดมิด	dex_category	
DARK	มืดมิด	dex_category	
KISS	จูบ	dex_category	
THUNDER	ฟ้าผ่า	dex_category	
VOLCANO	ภูเขาไฟ	dex_category	
FOREST	ป่าทึบ	dex_category	
LIGHTNING	สายฟ้า	dex_category	
BOUNCE	กระโดด	dex_category	
MYSTIC	วิญญาณ	dex_category	
WEATHER	สภาพอากาศ	dex_category	
IRON	เหล็กกล้า	dex_category	
VENUSAUR	ฟุชิกิบานะ	species	
CHARIZARD	ลิซาร์ดอน	species	
BLASTOISE	คาเม็กซ์	species	
CLEFAIRY	ปิปปี	species	
MEOWTH	เนียส	species	
DODRIO	โดโดริโอ	species	
LAPRAS	ลาพลาซ	species	
DITTO	เมตามอน	species	
SNORLAX	คาบิกอน	species	
CHIKORITA	ชิโครีตา	species	
CYNDAQUIL	ฮิโนอาราชิ	species	
TOTODILE	วานิโนโกะ	species	
TOGEPI	โทเกปี	species	
SMOOCHUM	มุชูล	species	
TREECKO	คิโมริ	species	
TORCHIC	อาชาโม	species	
MUDKIP	มิซึโกโร	species	
