en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	มอนสเตอร์บอล	characters	
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	
HM / TM	HM / TM	characters	
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
RAZZ	ซุริ	berry_name	
BLUK	บูรี	berry_name	
NANAB	นานา	berry_name	
WEPEAR	เซชินะ	berry_name	
PINAP	ไพรุ	berry_name	
CORNN	โมโคชิ	berry_name	
MAGOST	โกสุ	berry_name	
RABUTA	ราบุตะ	berry_name	
NOMEL	โนเมรุ	berry_name	
SPELON	โนวากิ	berry_name	
PAMTRE	ชียะ	berry_name	
WATMEL	ไคสุ	berry_name	
DURIN	โดริ	berry_name	
BELUE	เบริบุ	berry_name	
TV	ทีวี	decoration	
RUBY	ทับทิม	item	
SAPPHIRE	ไพลิน	item	
GRANITE CAVE	ถ้ำหิน	location	
SAFARI ZONE	ซาฟารีโซน	location	
PETALBURG WOODS	ป่าโทกะ	location	
RUSTURF TUNNEL	อุโมงค์คานาชิดะ	location	
ABANDONED SHIP	เรือร้าง	location	
NEW MAUVILLE	นิวคินเซ็ตสึ	location	
METEOR FALLS	น้ำตกดาวตก	location	
METEOR FALLS	น้ำตกดาวตก	location	
MT. PYRE	ภูเขาส่งวิญญาณ	location	
SHOAL CAVE	ถ้ำหาดตื้น	location	
SEAFLOOR CAVERN	ถ้ำใต้ทะเล	location	
FIERY PATH	ทางลัดเปลวไฟ	location	
FIERY PATH	ทางลัดเปลวไฟ	location	
JAGGED PASS	ทางภูเขาขรุขระ	location	
JAGGED PASS	ทางภูเขาขรุขระ	location	
SEALED CHAMBER	ห้องหินปิดผนึก	location	
SCORCHED SLAB	ถ้ำหินแห้งแล้ง	location	
ISLAND CAVE	ถ้ำเกาะเล็ก	location	
DESERT RUINS	ซากโบราณทะเลทราย	location	
ANCIENT TOMB	สุสานโบราณ	location	
SKY PILLAR	เสาแห่งท้องฟ้า	location	
SILPH CO.	บริษัทซิลฟ์	location	
SAFARI ZONE	ซาฟารีโซน	location	
THREE ISLAND	เกาะที่ 3	location	
NAVEL ROCK	หินสะดือ	location	
ALTERING CAVE	ถ้ำแปรเปลี่ยน	location	
BIRTH ISLAND	เกาะกำเนิด	location	
MAGMA HIDEOUT	ฐานแก๊งแม็กม่า	location	
MIRAGE TOWER	หอคอยมายา	location	
BIRTH ISLAND	เกาะกำเนิด	location	
DESERT UNDERPASS	อุโมงค์ใต้ทะเลทราย	location	
ALTERING CAVE	ถ้ำแปรเปลี่ยน	location	
NAVEL ROCK	หินสะดือ	location	
TRAINER HILL	เทรนเนอร์ฮิล	location	
NORMAL	ปกติ	type	
ROCK	หิน	type	
BUG	แมลง	type	
STEEL	เหล็ก	type	
FIRE	ไฟ	type	
WATER	น้ำ	type	
GRASS	หญ้า	type	
ICE	น้ำแข็ง	type	
DRAGON	มังกร	type	
DARK	ความมืด	type	
PSYCHIC	ไซโคคิเนซิส	move	
LIGHT SCREEN	กำแพงแสง	move	
REST	นอนหลับ	move	
TRICK	ทริก	move	
LADY	คุณหนู	trainer_class	
BEAUTY	สาวสวย	trainer_class	
PSYCHIC	ผู้มีพลังจิต	trainer_class	
ELITE FOUR	จตุรเทพ	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
WINSTRATE	คาจินุกิ	trainer_class	
CHAMPION	แชมเปี้ยน	trainer_class	
HUNTER	ฮันเตอ	trainer_name	
DODRIO	โดโดริโอ	frontier_trainer	
PIKACHU	ปิกาจู	frontier_trainer	
CLAMPERL	เพิร์ลรู	frontier_trainer	
CUBONE	คาระคาระ	frontier_trainer	
CUBONE	คาระคาระ	frontier_trainer	
DOTS	โบโบ้	contest_opponent	
DEVON	เดวอน	contest_opponent	
ARCHIE	อาโอกิริ	trainer_name	
QUINCY	ควินซี่	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
TERRY	เทอร์รี่	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAXIE	มัตสึบุสะ	trainer_name	
MAXIE	มัตสึบุสะ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAXIE	มัตสึบุสะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
STEVEN	ไดโกะ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
BIRD	นก	dex_category	
BIRD	นก	dex_category	
FLOWER	ดอกไม้	dex_category	
FLOWER	ดอกไม้	dex_category	
ROCK	หิน	dex_category	
ROCK	หิน	dex_category	
SHADOW	เงา	dex_category	
EGG	ไข่	dex_category	
EGG	ไข่	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
FOSSIL	ฟอสซิล	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
LIGHT	แสงไฟ	dex_category	
LIGHT	แสงไฟ	dex_category	
FLOWER	ดอกไม้	dex_category	
DARK	มืดมิด	dex_category	
DARK	มืดมิด	dex_category	
DRAGON	มังกร	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
WEATHER	สภาพอากาศ	dex_category	
DRAGON	มังกร	dex_category	
PIKACHU	ปิกาจู	species	
FARFETCH'D	คาโมเนกิ	species	
DODRIO	โดโดริโอ	species	
CUBONE	คาระคาระ	species	
CHANSEY	ลัคกี	species	
DITTO	เมตามอน	species	
CLAMPERL	เพิร์ลรู	species	
KYOGRE	ไคออกา	species	
GROUDON	กราดอน	species	
LATIAS	ลาทิอาส	species	
