en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	มอนสเตอร์บอล	characters	
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	
HM / TM	HM / TM	characters	
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
TV	ทีวี	decoration	
RARE CANDY	ลูกอมวิเศษ	item	
X SPEED	สปีดเดอร์	item	
SUPER REPEL	สเปรย์เงิน	item	
REPEL	สเปรย์ไล่แมลง	item	
MOON STONE	หินพระจันทร์	item	
NUGGET	ลูกทองคำ	item	
HEART SCALE	เกล็ดหัวใจ	item	
MENTAL HERB	สมุนไพรจิตใจ	item	
CHARCOAL	ถ่านไม้	item	
SILK SCARF	ผ้าพันคอไหม	item	
ACRO BIKE	จักรยานวิบาก	item	
LETTER	จดหมาย	item	
GO-GOGGLES	แว่นโกโก	item	
METEORITE	อุกกาบาต	item	
ROOT FOSSIL	ฟอสซิลราก	item	
CLAW FOSSIL	ฟอสซิลกรงเล็บ	item	
DEVON SCOPE	สโคปเดวอน	item	
TM08	TM08	item	
TM40	TM40	item	
TM50	TM50	item	
MAGMA EMBLEM	ตราแม็กม่า	item	
DEWFORD TOWN	เมืองมุโระ	location	
LAVARIDGE TOWN	เมืองฟุเอ็น	location	
FALLARBOR TOWN	เมืองฮาจิตสึเกะ	location	
MAUVILLE CITY	เมืองคินเซ็ตสึ	location	
FORTREE CITY	เมืองฮิวามากิ	location	
SOOTOPOLIS CITY	เมืองรุเนะ	location	
EVER GRANDE CITY	เมืองไซยู	location	
ROUTE 103	เส้นทาง 103	location	
ROUTE 111	เส้นทาง 111	location	
ROUTE 114	เส้นทาง 114	location	
ROUTE 120	เส้นทาง 120	location	
MT. CHIMNEY	ภูเขาปล่องไฟ	location	
SAFARI ZONE	ซาฟารีโซน	location	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	location	
METEOR FALLS	น้ำตกดาวตก	location	
METEOR FALLS	น้ำตกดาวตก	location	
MT. PYRE	ภูเขาส่งวิญญาณ	location	
VICTORY ROAD	ถนนแชมเปี้ยน	location	
CAVE OF ORIGIN	ถ้ำแห่งการตื่น	location	
JAGGED PASS	ทางภูเขาขรุขระ	location	
JAGGED PASS	ทางภูเขาขรุขระ	location	
SKY PILLAR	เสาแห่งท้องฟ้า	location	
ROUTE 10	เส้นทาง 10	location	
ROUTE 1	เส้นทาง 1	location	
ROUTE 10	เส้นทาง 10	location	
ROUTE 11	เส้นทาง 11	location	
ROUTE 12	เส้นทาง 12	location	
VICTORY ROAD	ถนนแชมเปี้ยน	location	
SAFARI ZONE	ซาฟารีโซน	location	
POKéMON LEAGUE	โปเกมอนลีก	location	
NORMAL	ปกติ	type	
FLYING	บิน	type	
BUG	แมลง	type	
GHOST	ผี	type	
FIRE	ไฟ	type	
DRAGON	มังกร	type	
FLY	บินขึ้นฟ้า	move	
SLUDGE	โคลนพิษ	move	
FLASH	แฟลช	move	
SLUDGE BOMB	ระเบิดโคลน	move	
HIDDEN POWER	พลังแฝง	move	
OVERHEAT	โอเวอร์ฮีท	move	
AERIAL ACE	ดาบนางแอ่น	move	
BULK UP	บิลด์อัพ	move	
TEAM AQUA	แก๊งอควา	trainer_class	
TEAM MAGMA	แก๊งแม็กม่า	trainer_class	
ELITE FOUR	จตุรเทพ	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
CHAMPION	แชมเปี้ยน	trainer_class	
PLUSLE	พลาสุรุ	frontier_trainer	
SKITTY	เอเนโกะ	frontier_trainer	
PLUSLE	พลาสุรุ	frontier_trainer	
VOLBEAT	บารุบีท	frontier_trainer	
AZURILL	รูริริ	frontier_trainer	
DEVON	เดวอน	contest_opponent	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
SIDNEY	คาเงตสึ	trainer_name	
PHOEBE	ฟุโย	trainer_name	
GLACIA	พริม	trainer_name	
DRAKE	เก็นจิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
FLANNERY	อาสึนะ	trainer_name	
NORMAN	เซ็นริ	trainer_name	
WINONA	นางิ	trainer_name	
JUAN	อาดัน	trainer_name	
WALLACE	มิคุริ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
GRUNT	ลูกสมุน	trainer_name	
MAY	ฮารุกะ	trainer_name	
MAY	ฮารุกะ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
BRAWLY	โทคิ	trainer_name	
FLANNERY	อาสึนะ	trainer_name	
FLANNERY	อาสึนะ	trainer_name	
FLANNERY	อาสึนะ	trainer_name	
FLANNERY	อาสึนะ	trainer_name	
NORMAN	เซ็นริ	trainer_name	
NORMAN	เซ็นริ	trainer_name	
NORMAN	เซ็นริ	trainer_name	
NORMAN	เซ็นริ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
WINONA	นางิ	trainer_name	
JUAN	อาดัน	trainer_name	
JUAN	อาดัน	trainer_name	
JUAN	อาดัน	trainer_name	
JUAN	อาดัน	trainer_name	
STEVEN	ไดโกะ	trainer_name	
BRENDAN	ยูกิ	trainer_name	
MAY	ฮารุกะ	trainer_name	
BIRD	นก	dex_category	
BIRD	นก	dex_category	
SLUDGE	โคลนตม	dex_category	
SLUDGE	โคลนตม	dex_category	
EGG	ไข่	dex_category	
EGG	ไข่	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
FOSSIL	ฟอสซิล	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
DRAGON	มังกร	dex_category	
HERB	สมุนไพร	dex_category	
DRAGON	มังกร	dex_category	
METEORITE	อุกกาบาต	dex_category	
METEORITE	อุกกาบาต	dex_category	
DRAGON	มังกร	dex_category	
ZIGZAGOON	จิกุซากุมะ	species	
WINGULL	เคียโมเมะ	species	
WAILMER	โฮเอลโกะ	species	
SKITTY	เอเนโกะ	species	
AZURILL	รูริริ	species	
PLUSLE	พลาสุรุ	species	
VOLBEAT	บารุบีท	species	
KYOGRE	ไคออกา	species	
RAYQUAZA	เร็คคูซา	species	
