en	th	kind	note
MATT	อุชิโอะ	characters	ผู้บริหารแก๊งอควา ชาย ห้าว | ข้า/ฉัน ลงท้าย เว้ย
SHELLY	อิซุมิ	characters	ผู้บริหารแก๊งอควา หญิง | ฉัน ลงท้าย นะ/ล่ะ
TEAM MAGMA	แก๊งแม็กม่า	characters	
TEAM AQUA	แก๊งอควา	characters	
MAGMA	แม็กม่า	characters	
AQUA	อควา	characters	
SCOTT	เอนิชิดะ	characters	ผม ลงท้าย ครับ/นะ อารมณ์ดี
ANABEL	ลิระ	characters	Frontier Brain หญิง | ฉัน ลงท้าย ค่ะ
TUCKER	ฮีธ	characters	Frontier Brain ชาย ขี้โอ่ | ผม/ข้า
SPENSER	อุคง	characters	Frontier Brain ชายชรา | ข้า
GRETA	โคโกมิ	characters	Frontier Brain หญิง ร่าเริง | ฉัน
NOLAND	ดัตสึระ	characters	Frontier Brain ชาย | ผม/ฉัน
LUCY	อาซามิ	characters	Frontier Brain หญิง เงียบขรึม | ฉัน พูดสั้น
BRANDON	จินได	characters	Frontier Brain ชาย นักสำรวจ | ข้า
LANETTE	มายุมิ	characters	ผู้พัฒนาระบบ PC | ฉัน ลงท้าย ค่ะ
CAPT. STERN	กัปตันคุสึโนกิ	characters	
STERN	คุสึโนกิ	characters	
MR. BRINEY	ลุงฮางิ	characters	ข้า ลงท้าย นะ
PEEKO	ปีโกะ	characters	
GABBY	มาริ	characters	
TY	ได	characters	
COZMO	ดร.โซราอิชิ	characters	
RYDEL	คาเซโนะ	characters	
PROF. OAK	ศาสตราจารย์โอคิโด	characters	
DEVON	เดวอน	characters	
DEVON CORPORATION	บริษัทเดวอน	characters	
HOENN	โฮเอ็น	characters	
KANTO	คันโต	characters	
JOHTO	โจโต	characters	
LITTLEROOT	มิชิโระ	characters	
OLDALE	โคโทกิ	characters	
PETALBURG	โทกะ	characters	
RUSTBORO	คานาซุมิ	characters	
DEWFORD	มุโระ	characters	
SLATEPORT	ไคนะ	characters	
MAUVILLE	คินเซ็ตสึ	characters	
VERDANTURF	ชิดาเกะ	characters	
FALLARBOR	ฮาจิตสึเกะ	characters	
LAVARIDGE	ฟุเอ็น	characters	
FORTREE	ฮิวามากิ	characters	
LILYCOVE	มินาโมะ	characters	
MOSSDEEP	โทคุซาเนะ	characters	
SOOTOPOLIS	รุเนะ	characters	
PACIFIDLOG	คินางิ	characters	
EVER GRANDE	ไซยู	characters	
TOWN / CITY	เมือง<ชื่อ>	characters	เช่น LITTLEROOT TOWN = เมืองมิชิโระ, RUSTBORO CITY = เมืองคานาซุมิ
ROUTE 101	เส้นทาง 101	characters	
POKéMON	โปเกมอน	characters	
POKéDEX	โปเกเด็กซ์	characters	
POKéNAV	โปเกนาวี	characters	
POKé BALL	มอนสเตอร์บอล	characters	
POKéMON CENTER	โปเกมอนเซ็นเตอร์	characters	
POKé MART	โปเกมาร์ท	characters	
POKéBLOCK	โปเกบล็อก	characters	
TRAINER	เทรนเนอร์	characters	
GYM LEADER	หัวหน้ายิม	characters	
ELITE FOUR	จตุรเทพ	characters	
CHAMPION	แชมเปี้ยน	characters	
BADGE	เข็มกลัด	characters	
BATTLE FRONTIER	แบทเทิลฟรอนเทียร์	characters	
FRONTIER BRAIN	ฟรอนเทียร์เบรน	characters	
SECRET BASE	ฐานลับ	characters	
CONTEST	คอนเทสต์	characters	
BERRY	เบอร์รี่	characters	
HM / TM	HM / TM	characters	
move	ท่า	characters	
ability	คุณสมบัติ	characters	
EGG	ไข่	characters	
RED TENT	เต็นท์แดง	decoration	
BLUE TENT	เต็นท์น้ำเงิน	decoration	
GREAT BALL	ซูเปอร์บอล	item	
POKé BALL	มอนสเตอร์บอล	item	
POTION	ยาทาแผล	item	
BURN HEAL	ยาแก้แผลไหม้	item	
SUPER POTION	ยาทาแผลดี	item	
SODA POP	ไซโคโซดา	item	
REPEL	สเปรย์ไล่แมลง	item	
WHITE HERB	สมุนไพรขาว	item	
MIRACLE SEED	เมล็ดวิเศษ	item	
MACH BIKE	จักรยานมัค	item	
ITEMFINDER	เครื่องหาของ	item	
DEVON GOODS	พัสดุเดวอน	item	
LETTER	จดหมาย	item	
TM42	TM42	item	
OLDALE TOWN	เมืองโคโทกิ	location	
DEWFORD TOWN	เมืองมุโระ	location	
LAVARIDGE TOWN	เมืองฟุเอ็น	location	
VERDANTURF TOWN	เมืองชิดาเกะ	location	
PACIFIDLOG TOWN	เมืองคินางิ	location	
PETALBURG CITY	เมืองโทกะ	location	
SLATEPORT CITY	เมืองไคนะ	location	
MAUVILLE CITY	เมืองคินเซ็ตสึ	location	
RUSTBORO CITY	เมืองคานาซุมิ	location	
FORTREE CITY	เมืองฮิวามากิ	location	
ROUTE 101	เส้นทาง 101	location	
ROUTE 102	เส้นทาง 102	location	
ROUTE 103	เส้นทาง 103	location	
ROUTE 110	เส้นทาง 110	location	
PETALBURG WOODS	ป่าโทกะ	location	
MIRAGE ISLAND	เกาะมายา	location	
SKY PILLAR	เสาแห่งท้องฟ้า	location	
ROUTE 10	เส้นทาง 10	location	
ROUTE 1	เส้นทาง 1	location	
ROUTE 10	เส้นทาง 10	location	
ROUTE 11	เส้นทาง 11	location	
POKéMON LEAGUE	โปเกมอนลีก	location	
BUG	แมลง	type	
FIRE	ไฟ	type	
WATER	น้ำ	type	
GRASS	หญ้า	type	
CUT	ชักดาบฟัน	move	
SURF	โต้คลื่น	move	
STRENGTH	พลังช้างสาร	move	
CONFUSION	แรงจิต	move	
RETURN	ตอบแทนบุญคุณ	move	
FRUSTRATION	ระบายอารมณ์	move	
FACADE	แข็งใจสู้	move	
TRICK	ทริก	move	
TEAM AQUA	แก๊งอควา	trainer_class	
TEAM MAGMA	แก๊งแม็กม่า	trainer_class	
BEAUTY	สาวสวย	trainer_class	
LEADER	หัวหน้ายิม	trainer_class	
CHAMPION	แชมเปี้ยน	trainer_class	
SEED	เมล็ดพันธุ์	dex_category	
SEED	เมล็ดพันธุ์	dex_category	
SEED	เมล็ดพันธุ์	dex_category	
BIRD	นก	dex_category	
BIRD	นก	dex_category	
FLOWER	ดอกไม้	dex_category	
FLOWER	ดอกไม้	dex_category	
BALL	ลูกบอล	dex_category	
BALL	ลูกบอล	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
HERB	สมุนไพร	dex_category	
FLOWER	ดอกไม้	dex_category	
SEED	เมล็ดพันธุ์	dex_category	
ELECTRIC	ไฟฟ้า	dex_category	
FOREST	ป่าทึบ	dex_category	
CORSOLA	ซันนีโกะ	species	
TREECKO	คิโมริ	species	
TORCHIC	อาชาโม	species	
MUDKIP	มิซึโกโร	species	
ZIGZAGOON	จิกุซากุมะ	species	
SHROOMISH	คิโนโคโคะ	species	
AZURILL	รูริริ	species	
BAGON	ทัตสึเบย์	species	
